source_row_key,population_group,geography_level,region_name,province_huc_code,province_huc_name,place_type,food_group_code,source_variable,food_name,rank,percent_consuming,mean_intake_g,sample_size,weighted_population,relative_to_national,survey_years
PROVINCE_HUC:Eastern Visayas:Biliran:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,10,22.509978,9.751918,2614,140272.967,1.015674,2019
PROVINCE_HUC:Eastern Visayas:Biliran:POULTRY,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,18.704733,14.112862,2614,140272.967,0.699914,2019
PROVINCE_HUC:Eastern Visayas:Biliran:EGGS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,12,18.072812,7.049166,2614,140272.967,0.520788,2019
PROVINCE_HUC:Eastern Visayas:Biliran:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,13,26.996421,1.940239,2614,140272.967,1.109785,2019
PROVINCE_HUC:Eastern Visayas:Biliran:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,9.540232,12.511043,2614,140272.967,0.868939,2019
PROVINCE_HUC:Eastern Visayas:Biliran:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,15,17.09925,2.373133,2614,140272.967,0.4469,2019
PROVINCE_HUC:Eastern Visayas:Biliran:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,16,4.319266,4.573558,2614,140272.967,1.789584,2019
PROVINCE_HUC:Eastern Visayas:Biliran:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,17,4.923938,2.637358,2614,140272.967,0.445707,2019
PROVINCE_HUC:Eastern Visayas:Biliran:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,18,4.173054,1.348718,2614,140272.967,0.660895,2019
PROVINCE_HUC:Eastern Visayas:Biliran:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,3.213186,1.684234,2614,140272.967,0.214727,2019
PROVINCE_HUC:Eastern Visayas:Biliran:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,58,Biliran,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,2.276278,1.448216,2614,140272.967,0.613763,2019
PROVINCE_HUC:Eastern Visayas:Eastern Samar:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.022771,290.47333,2966,410351.329,1.324062,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,75.805407,59.597752,2966,410351.329,1.368845,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,64.253194,58.995951,2966,410351.329,1.327948,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,54.177265,21.303797,2966,410351.329,0.826894,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,5,66.60603,6.18359,2966,410351.329,1.148381,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,6,32.476038,31.188424,2966,410351.329,0.778542,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,7,34.048281,25.884803,2966,410351.329,0.732412,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,8,29.894784,10.546344,2966,410351.329,0.726272,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,9,24.345014,13.431156,2966,410351.329,0.474491,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:EGGS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,16.126303,6.856429,2966,410351.329,0.506549,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:POULTRY,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,12.480913,10.559111,2966,410351.329,0.523669,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,12,24.198626,2.084647,2966,410351.329,1.192384,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,13.733337,5.468631,2966,410351.329,0.569565,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,8.695026,12.470723,2966,410351.329,0.866138,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,15,16.955101,2.436311,2966,410351.329,0.458797,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,5.034076,5.377993,2966,410351.329,0.908868,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,4.564941,6.128668,2966,410351.329,3.003153,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,2.49812,0.948473,2966,410351.329,0.401969,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,1.769745,0.952906,2966,410351.329,0.121488,2018
PROVINCE_HUC:Eastern Visayas:Eastern Samar:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,52,Eastern Samar,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,20,1.174434,0.975233,2966,410351.329,0.381598,2018
PROVINCE_HUC:Eastern Visayas:Leyte:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.902314,260.806412,1839,992610.922,1.188832,2021
PROVINCE_HUC:Eastern Visayas:Leyte:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,83.37127,64.773801,1839,992610.922,1.487729,2021
PROVINCE_HUC:Eastern Visayas:Leyte:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,48.644551,39.394087,1839,992610.922,0.886727,2021
PROVINCE_HUC:Eastern Visayas:Leyte:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,4,46.202612,18.063797,1839,992610.922,1.24396,2021
PROVINCE_HUC:Eastern Visayas:Leyte:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,5,43.239977,17.267752,1839,992610.922,0.670237,2021
PROVINCE_HUC:Eastern Visayas:Leyte:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,65.897648,4.718939,1839,992610.922,0.876374,2021
PROVINCE_HUC:Eastern Visayas:Leyte:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,7,30.279392,17.762561,1839,992610.922,0.627509,2021
PROVINCE_HUC:Eastern Visayas:Leyte:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,8,25.144177,23.548587,1839,992610.922,0.587833,2021
PROVINCE_HUC:Eastern Visayas:Leyte:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,9,25.524521,16.320195,1839,992610.922,0.461781,2021
PROVINCE_HUC:Eastern Visayas:Leyte:EGGS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,26.866571,12.452572,1839,992610.922,0.919988,2021
PROVINCE_HUC:Eastern Visayas:Leyte:POULTRY,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,20.835033,17.203351,1839,992610.922,0.853184,2021
PROVINCE_HUC:Eastern Visayas:Leyte:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,17.679385,6.393105,1839,992610.922,0.66585,2021
PROVINCE_HUC:Eastern Visayas:Leyte:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,13,22.139271,1.60973,1839,992610.922,0.920739,2021
PROVINCE_HUC:Eastern Visayas:Leyte:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,14.807284,2.232258,1839,992610.922,0.420371,2021
PROVINCE_HUC:Eastern Visayas:Leyte:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,15,5.929183,5.100606,1839,992610.922,0.861991,2021
PROVINCE_HUC:Eastern Visayas:Leyte:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,16,4.638366,4.562725,1839,992610.922,0.316898,2021
PROVINCE_HUC:Eastern Visayas:Leyte:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,17,2.218593,1.829907,1839,992610.922,0.233299,2021
PROVINCE_HUC:Eastern Visayas:Leyte:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,18,1.842731,0.573144,1839,992610.922,0.280851,2021
PROVINCE_HUC:Eastern Visayas:Leyte:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,0.877885,0.494674,1839,992610.922,0.193561,2021
PROVINCE_HUC:Eastern Visayas:Leyte:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,54,Leyte,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,1.004923,0.417835,1839,992610.922,0.177081,2021
PROVINCE_HUC:Eastern Visayas:Northern Samar:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.255501,254.07313,3212,538386.69,1.15814,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,66.042099,51.9535,3212,538386.69,1.169428,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,64.255489,43.480257,3212,538386.69,0.998657,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,65.233896,29.430558,3212,538386.69,1.142329,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,5,48.76334,44.575568,3212,538386.69,1.574749,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,6,46.784148,24.821754,3212,538386.69,0.702333,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,7,64.495731,5.639724,3212,538386.69,1.047377,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,8,26.045827,25.639013,3212,538386.69,0.640015,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,9,26.419879,12.352638,3212,538386.69,0.850662,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:EGGS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,21.054094,8.602743,3212,538386.69,0.635565,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:POULTRY,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,16.941963,12.373533,3212,538386.69,0.613654,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,12,10.384717,13.694678,3212,538386.69,0.951147,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,13.49225,6.595002,3212,538386.69,0.686878,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,13.240375,1.796488,3212,538386.69,0.338308,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,15,6.251428,3.593739,3212,538386.69,1.760994,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,16,13.930332,0.83526,3212,538386.69,0.477755,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,17,4.121926,3.823218,3212,538386.69,0.646115,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,18,2.080871,1.712066,3212,538386.69,0.669913,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,2.4081,1.007023,3212,538386.69,0.128387,2018
PROVINCE_HUC:Eastern Visayas:Northern Samar:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,55,Northern Samar,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,1.75086,1.122571,3212,538386.69,0.475753,2018
PROVINCE_HUC:Eastern Visayas:Samar:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.687896,273.692442,3028,632170.411,1.24757,2018
PROVINCE_HUC:Eastern Visayas:Samar:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,75.132889,59.840021,3028,632170.411,1.37441,2018
PROVINCE_HUC:Eastern Visayas:Samar:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,64.329195,50.234456,3028,632170.411,1.130734,2018
PROVINCE_HUC:Eastern Visayas:Samar:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,61.806427,31.478354,3028,632170.411,1.221813,2018
PROVINCE_HUC:Eastern Visayas:Samar:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,5,40.613232,25.638515,3028,632170.411,0.725443,2018
PROVINCE_HUC:Eastern Visayas:Samar:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,57.540912,4.274478,3028,632170.411,0.793832,2018
PROVINCE_HUC:Eastern Visayas:Samar:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,7,27.489661,27.422697,3028,632170.411,0.68454,2018
PROVINCE_HUC:Eastern Visayas:Samar:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,8,28.283036,16.66266,3028,632170.411,0.588652,2018
PROVINCE_HUC:Eastern Visayas:Samar:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,9,28.159413,11.216388,3028,632170.411,0.772414,2018
PROVINCE_HUC:Eastern Visayas:Samar:POULTRY,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,10,16.139456,12.195652,3028,632170.411,0.604832,2018
PROVINCE_HUC:Eastern Visayas:Samar:EGGS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,11,18.10432,7.531168,3028,632170.411,0.556398,2018
PROVINCE_HUC:Eastern Visayas:Samar:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,12,22.45029,1.927842,3028,632170.411,1.102694,2018
PROVINCE_HUC:Eastern Visayas:Samar:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,12.365366,5.728686,3028,632170.411,0.59665,2018
PROVINCE_HUC:Eastern Visayas:Samar:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,7.498278,9.896633,3028,632170.411,0.687358,2018
PROVINCE_HUC:Eastern Visayas:Samar:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,15,14.722889,2.127235,3028,632170.411,0.400593,2018
PROVINCE_HUC:Eastern Visayas:Samar:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,5.400147,5.802424,3028,632170.411,0.980596,2018
PROVINCE_HUC:Eastern Visayas:Samar:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,3.632393,1.267233,3028,632170.411,0.620966,2018
PROVINCE_HUC:Eastern Visayas:Samar:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,18,2.287131,1.909968,3028,632170.411,0.74735,2018
PROVINCE_HUC:Eastern Visayas:Samar:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,19,2.429921,1.290846,3028,632170.411,0.547069,2018
PROVINCE_HUC:Eastern Visayas:Samar:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,56,Samar,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,20,2.125344,0.727133,3028,632170.411,0.092704,2018
PROVINCE_HUC:Eastern Visayas:Southern Leyte:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,57,Southern Leyte,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.18879,252.749698,2693,349283.846,1.152107,2019
PROVINCE_HUC:Eastern Visayas:Southern Leyte:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,57,Southern Leyte,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,71.684352,53.400522,2693,349283.846,1.226507,2019
PROVINCE_HUC:Eastern Visayas:Southern Leyte:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Eastern Visayas,57,Southern Leyte,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,65.734792,49.597477,2693,349283.846,1.116396,2019
