source_row_key,population_group,geography_level,region_name,province_huc_code,province_huc_name,place_type,food_group_code,source_variable,food_name,rank,percent_consuming,mean_intake_g,sample_size,weighted_population,relative_to_national,survey_years
PROVINCE_HUC:Central Luzon:Angeles:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,7,40.535114,26.795997,1371,254811.985,0.615452,2019
PROVINCE_HUC:Central Luzon:Angeles:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,8,32.623976,50.089583,1371,254811.985,1.417288,2019
PROVINCE_HUC:Central Luzon:Angeles:POULTRY,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,9,34.388917,25.613446,1371,254811.985,1.270275,2019
PROVINCE_HUC:Central Luzon:Angeles:EGGS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,37.049991,17.030164,1371,254811.985,1.258178,2019
PROVINCE_HUC:Central Luzon:Angeles:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,11,33.453677,9.481646,1371,254811.985,0.652952,2019
PROVINCE_HUC:Central Luzon:Angeles:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,22.061948,18.254687,1371,254811.985,1.901248,2019
PROVINCE_HUC:Central Luzon:Angeles:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,13,26.819949,5.043294,1371,254811.985,0.949735,2019
PROVINCE_HUC:Central Luzon:Angeles:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,14,13.802652,6.424323,1371,254811.985,1.085696,2019
PROVINCE_HUC:Central Luzon:Angeles:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,20.446891,2.152651,1371,254811.985,1.231281,2019
PROVINCE_HUC:Central Luzon:Angeles:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,16,13.452509,4.07771,1371,254811.985,1.998148,2019
PROVINCE_HUC:Central Luzon:Angeles:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,17,8.765679,10.749747,1371,254811.985,0.74661,2019
PROVINCE_HUC:Central Luzon:Angeles:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,6.940949,4.348526,1371,254811.985,1.842933,2019
PROVINCE_HUC:Central Luzon:Angeles:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,6.790154,2.157673,1371,254811.985,0.275086,2019
PROVINCE_HUC:Central Luzon:Angeles:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,13,Angeles,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,20,2.810361,2.21806,1371,254811.985,0.867903,2019
PROVINCE_HUC:Central Luzon:Aurora:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.208148,228.059146,2144,152386.863,1.03956,2021
PROVINCE_HUC:Central Luzon:Aurora:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,71.079965,66.877833,2144,152386.863,1.536055,2021
PROVINCE_HUC:Central Luzon:Aurora:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,59.242195,40.232595,2144,152386.863,0.905601,2021
PROVINCE_HUC:Central Luzon:Aurora:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,4,46.716617,32.266776,2144,152386.863,1.139909,2021
PROVINCE_HUC:Central Luzon:Aurora:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,5,51.323409,16.258951,2144,152386.863,0.631081,2021
PROVINCE_HUC:Central Luzon:Aurora:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,6,44.215522,22.536069,2144,152386.863,0.63766,2021
PROVINCE_HUC:Central Luzon:Aurora:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,7,69.985805,6.005683,2144,152386.863,1.115341,2021
PROVINCE_HUC:Central Luzon:Aurora:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,8,41.167128,12.568466,2144,152386.863,0.865525,2021
PROVINCE_HUC:Central Luzon:Aurora:EGGS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,9,36.811505,16.791248,2144,152386.863,1.240527,2021
PROVINCE_HUC:Central Luzon:Aurora:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,10,27.601424,25.609832,2144,152386.863,0.639287,2021
PROVINCE_HUC:Central Luzon:Aurora:POULTRY,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,19.61951,19.443433,2144,152386.863,0.964279,2021
PROVINCE_HUC:Central Luzon:Aurora:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,22.909759,9.824461,2144,152386.863,1.02323,2021
PROVINCE_HUC:Central Luzon:Aurora:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,13,24.600866,4.536085,2144,152386.863,0.854219,2021
PROVINCE_HUC:Central Luzon:Aurora:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,9.96798,11.889156,2144,152386.863,0.825746,2021
PROVINCE_HUC:Central Luzon:Aurora:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,20.462947,1.608732,2144,152386.863,0.920168,2021
PROVINCE_HUC:Central Luzon:Aurora:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,9.057887,6.044361,2144,152386.863,1.021483,2021
PROVINCE_HUC:Central Luzon:Aurora:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,10.46757,1.24062,2144,152386.863,0.607925,2021
PROVINCE_HUC:Central Luzon:Aurora:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,18,5.426854,2.620252,2144,152386.863,1.025276,2021
PROVINCE_HUC:Central Luzon:Aurora:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,3.008408,1.184484,2144,152386.863,0.151012,2021
PROVINCE_HUC:Central Luzon:Aurora:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,18,Aurora,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,1.507492,0.798717,2144,152386.863,0.338501,2021
PROVINCE_HUC:Central Luzon:Bataan:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.336914,192.940772,2114,522168.779,0.87948,2021
PROVINCE_HUC:Central Luzon:Bataan:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,68.06149,54.433992,2114,522168.779,1.225262,2021
PROVINCE_HUC:Central Luzon:Bataan:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,58.594932,42.819249,2114,522168.779,0.983475,2021
PROVINCE_HUC:Central Luzon:Bataan:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,53.352311,28.283715,2114,522168.779,1.097815,2021
PROVINCE_HUC:Central Luzon:Bataan:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,5,40.003036,36.222141,2114,522168.779,0.904197,2021
PROVINCE_HUC:Central Luzon:Bataan:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,69.31124,6.255378,2114,522168.779,1.161713,2021
PROVINCE_HUC:Central Luzon:Bataan:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,7,40.242111,25.874691,2114,522168.779,0.914091,2021
PROVINCE_HUC:Central Luzon:Bataan:EGGS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,8,40.617099,19.293454,2114,522168.779,1.425388,2021
PROVINCE_HUC:Central Luzon:Bataan:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,9,33.805242,31.79163,2114,522168.779,0.899546,2021
PROVINCE_HUC:Central Luzon:Bataan:POULTRY,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,10,34.592112,29.040283,2114,522168.779,1.440226,2021
PROVINCE_HUC:Central Luzon:Bataan:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,11,34.118444,9.527038,2114,522168.779,0.656078,2021
PROVINCE_HUC:Central Luzon:Bataan:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,12,29.648078,6.133322,2114,522168.779,1.155005,2021
PROVINCE_HUC:Central Luzon:Bataan:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,18.248574,12.516873,2114,522168.779,1.303648,2021
PROVINCE_HUC:Central Luzon:Bataan:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,14,11.981695,5.733878,2114,522168.779,0.969012,2021
PROVINCE_HUC:Central Luzon:Bataan:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,15,9.559546,9.352376,2114,522168.779,0.649557,2021
PROVINCE_HUC:Central Luzon:Bataan:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,16,17.366595,1.348345,2114,522168.779,0.771231,2021
PROVINCE_HUC:Central Luzon:Bataan:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,17,6.195212,2.949515,2114,522168.779,1.250023,2021
PROVINCE_HUC:Central Luzon:Bataan:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,18,8.010076,1.296977,2114,522168.779,0.635541,2021
PROVINCE_HUC:Central Luzon:Bataan:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,4.571432,2.741895,2114,522168.779,1.072874,2021
PROVINCE_HUC:Central Luzon:Bataan:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,10,Bataan,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,20,4.054243,1.621596,2114,522168.779,0.206741,2021
PROVINCE_HUC:Central Luzon:Bulacan:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,97.633461,231.685924,1781,2354565.658,1.056092,2018
PROVINCE_HUC:Central Luzon:Bulacan:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,74.71629,66.359624,1781,2354565.658,1.493698,2018
PROVINCE_HUC:Central Luzon:Bulacan:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,3,56.21662,63.96618,1781,2354565.658,1.596758,2018
PROVINCE_HUC:Central Luzon:Bulacan:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,59.339761,37.123562,1781,2354565.658,1.440929,2018
PROVINCE_HUC:Central Luzon:Bulacan:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,5,49.795362,36.377225,1781,2354565.658,0.835515,2018
PROVINCE_HUC:Central Luzon:Bulacan:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,6,43.366018,52.97281,1781,2354565.658,1.498869,2018
PROVINCE_HUC:Central Luzon:Bulacan:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,7,48.87259,28.853408,1781,2354565.658,1.019322,2018
PROVINCE_HUC:Central Luzon:Bulacan:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,71.239529,7.244481,1781,2354565.658,1.345403,2018
PROVINCE_HUC:Central Luzon:Bulacan:POULTRY,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,9,32.245901,27.938248,1781,2354565.658,1.385571,2018
PROVINCE_HUC:Central Luzon:Bulacan:EGGS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,37.70582,16.268959,1781,2354565.658,1.20194,2018
PROVINCE_HUC:Central Luzon:Bulacan:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,11,32.178129,10.225355,1781,2354565.658,0.704167,2018
PROVINCE_HUC:Central Luzon:Bulacan:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,12,31.442323,9.001144,1781,2354565.658,1.695063,2018
PROVINCE_HUC:Central Luzon:Bulacan:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,20.605068,13.838508,1781,2354565.658,1.441298,2018
PROVINCE_HUC:Central Luzon:Bulacan:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,14.656719,16.103002,1781,2354565.658,1.118414,2018
PROVINCE_HUC:Central Luzon:Bulacan:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,22.506222,3.157438,1781,2354565.658,1.806003,2018
PROVINCE_HUC:Central Luzon:Bulacan:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,14.857508,6.509092,1781,2354565.658,1.100021,2018
PROVINCE_HUC:Central Luzon:Bulacan:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,12.199114,6.709642,1781,2354565.658,3.28784,2018
PROVINCE_HUC:Central Luzon:Bulacan:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,9.618655,5.464622,1781,2354565.658,2.315941,2018
PROVINCE_HUC:Central Luzon:Bulacan:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,5.844985,2.671177,1781,2354565.658,1.045203,2018
PROVINCE_HUC:Central Luzon:Bulacan:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,11,Bulacan,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,20,3.208596,1.42136,1781,2354565.658,0.181212,2018
PROVINCE_HUC:Central Luzon:Nueva Ecija:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.02226,207.742143,2140,1558852.034,0.946949,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,60.355936,37.06632,2140,1558852.034,0.834331,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,53.607825,34.947698,2140,1558852.034,0.802681,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,54.519167,30.802751,2140,1558852.034,1.19559,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,5,48.077188,45.798841,2140,1558852.034,1.143255,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,6,50.397133,32.49271,2140,1558852.034,1.14789,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,7,38.961959,34.229594,2140,1558852.034,0.968529,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,66.890298,5.811104,2140,1558852.034,1.079205,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:EGGS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,9,38.133176,15.868488,2140,1558852.034,1.172354,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,10,36.668431,10.860826,2140,1558852.034,0.747929,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:POULTRY,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,28.675814,21.102887,2140,1558852.034,1.046578,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,12,27.120908,7.903683,2140,1558852.034,1.488393,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,15.833524,7.653263,2140,1558852.034,0.797097,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,14,11.385705,4.797495,2140,1558852.034,0.810766,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,15,8.316391,7.410987,2140,1558852.034,0.514721,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,16,17.993062,1.402626,2140,1558852.034,0.802279,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,12.256107,2.090583,2140,1558852.034,1.024421,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,3.732421,2.383616,2140,1558852.034,1.010191,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,3.706893,1.320757,2140,1558852.034,0.516798,2019
PROVINCE_HUC:Central Luzon:Nueva Ecija:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,12,Nueva Ecija,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,20,2.608733,0.968408,2140,1558852.034,0.123464,2019
PROVINCE_HUC:Central Luzon:Olongapo:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,17,Olongapo,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.279302,212.030376,1108,140432.503,0.966496,2018
PROVINCE_HUC:Central Luzon:Olongapo:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Central Luzon,17,Olongapo,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,73.664293,62.332225,1108,140432.503,1.403044,2018
